Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
9351;B316305.16;ΤΕΧΝΙΚΗ ΑΝΟΣΟΦΘΟΡΙΣΜΟΥ ΣΕ ΟΥΡΑ ΓΙΑ ΕΓΚΑΙΡΗ ΑΝΙΧΝΕΥΣΗ ΚΑΚΟΗΘΕΙΑΣ (U-CYT). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9352;B316305.17;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΟΥ ΥΓΡΟΥ (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9353;B316305.18;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΚΚΡΙΜΑΤΟΣ ΘΗΛΗΣ ΜΑΣΤΟΥ (ΕΤΕΡΟΠΛΕΥΡΗ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9354;B316305.19;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΚΚΡΙΜΑΤΟΣ ΘΗΛΗΣ ΜΑΣΤΟΥ (ΑΜΦΟΤΕΡΟΠΛΕΥΡΗ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9355;B316305.20;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΠΤΥΕΛΩΝ 1 ΕΩΣ 3 ΔΕΙΓΜΑΤΑ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9356;B316305.21;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΕΝΤΥΠΩΜΑΤΩΝ ΑΠΌ ΟΠΟΙΑΔΗΠΟΤΕ ΠΗΓΗ ΠΡΟΕΛΕΥΣΗΣ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9357;B316305.22;ΛΗΨΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΑΠΟ ΟΠΟΙΑΔΗΠΟΤΕ ΠΗΓΗ ΠΡΟΕΛΕΥΣΗΣ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9358;B316305.23;ΚΥΤΤΑΡΟΠΑΘΟΛΟΓΙΑ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΧΩΡΙΣ ΑΠΕΙΚΟΝΙΣΤΙΚΗ ΚΑΘΟΔΗΓΗΣΗ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9359;B316305.24;ΚΥΤΤΑΡΟΠΑΘΟΛΟΓΙΑ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΜΕ ΑΠΕΙΚΟΝΙΣΤΙΚΗ ΚΑΘΟΔΗΓΗΣΗ. ΔΙΑΓΝΩΣΗ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΑΠΟ  ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9360;B316305.25;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΚΥΣΤΙΚΩΝ ΕΞΕΡΓΑΣΙΩΝ ΜΕΤΑ ΑΠΟ ΠΑΡΑΚΕΝΤΗΣΗ ΜΕ ΑΝΑΡΡΟΦΗΣΗ. ΔΙΑΓΝΩΣΗ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ, ΕΚΑΣΤΗ ΚΥΣΤΙΚΗ ΒΛΑΒΗ.;;;;;
9361;B316305.26;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ ΓΑΛΑΚΤΟΦΟΡΩΝ ΠΟΡΩΝ ΘΗΛΗΣ ΜΑΣΤΟΥ ΜΕ ΚΑΘΕΤΗΡΙΑΣΜΟ ΘΗΛΗΣ (DUCTAL LAVAGE) ΣΥΛΛΟΓΗ ΣΕ ΜΟΝΙΜΟΠΟΙΗΤΙΚΟ ΥΛΙΚΟ ΥΓΡΗΣ ΦΑΣΗΣ THIN PREP. ΑΥΤΟΜΑΤΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΛΕΠΤΗΣ ΣΤΟΙΒΑΔΟΣ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9362;B316305.27;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΠΌ ΔΙΕΡΕΥΝΗΣΗ ΘΗΛΗΣ ΚΑΙ ΓΑΛΑΚΤΟΦΟΡΩΝ ΠΟΡΩΝ ΜΕΤΑ ΑΠΌ ΕΝΔΟΣΚΟΠΗΣΗ ΤΩΝ  ΓΑΛΑΚΤΟΦΟΡΩΝ ΠΟΡΩΝ, ΜΕ ΤΗ ΜΕΘΟΔΟ ΥΓΡΗΣ ΦΑΣΗΣ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9363;B316305.28;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΒΡΟΓΧΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ ΜΕ ΒΡΟΓΧΟΣΚΟΠΗΣΗ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9364;B316305.29;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΛΗΦΘΕΝΤΟΣ ΜΕ ΒΟΥΡΤΣΑ ΥΠΟ ΕΝΔΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9365;B316305.30;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΥΠΟ ΒΡΟΓΧΟΣΚΟΠΗΣΗ ΑΠΌ ΤΡΑΧΕΙΑ Ή ΒΡΟΓΧΟ (ΤΒΝΑ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9366;B316305.31;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΜΕ ΛΕΠΤΗ ΒΕΛΟΝΗ ΜΕ ΕΝΔΟΒΡΟΓΧΙΚΟ ΥΠΕΡΗΧΟΓΡΑΦΗΜΑ ΚΑΤΆ ΤΗ ΔΙΑΡΚΕΙΑ ΒΡΟΓΧΟΣΚΟΠΗΣΗΣ (EBUS FNAC). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9367;B316305.32;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΒΡΟΓΧΙΟΛΟΚΥΨΕΛΙΔΙΚΟΥ ΕΚΠΛΥΜΑΤΟΣ (BAL) ΥΠΟ ΒΡΟΓΧΟΣΚΟΠΗΣΗ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9368;B316305.33;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΚΠΛΥΜΑΤΟΣ ΑΠΌ ΣΩΛΗΝΩΔΗ Ή ΚΟΙΛΑ ΟΡΓΑΝΑ. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9369;B316305.34;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΛΗΦΘΕΝΤΟΣ ΑΠΌ ΤΟ ΕΝΔΟΜΗΤΡΙΟ, ΧΩΡΙΣ ΤΡΑΧΗΛΙΚΗ ΔΙΑΣΤΟΛΗ (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9370;B316305.35;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΑΠΌ ΕΝΔΟΣΚΟΠΙΚΗ ΠΑΡΑΚΕΝΤΗΣΗ - EUS. ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΙΑΤΡΟ ΕΙΔΙΚΟ.;;;;;
9371;B316305.36;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΛΙΚΟΥ ΔΕΙΓΜΑΤΟΣ ΛΗΦΘΕΝΤΟΣ ΜΕ ΨΗΚΤΡΑ Ή ΕΚΠΛΥΣΗ ΥΠΟ ΕΝΔΟΣΚΟΠΙΚΗ ΠΑΛΙΝΔΡΟΜΗ ΧΟΛΑΓΓΕΙΟΠΑΓΚΡΕΑΤΟΓΡΑΦΙΑ (ERCP) (ΣΥΜΒΑΤΙΚΗ ΜΕΘΟΔΟΣ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9372;B316305.37;ΓΝΩΜΑΤΕΥΣΗ ΚΑΙ ΣΥΝΤΑΞΗ ΕΚΘΕΣΗΣ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΕΞΕΤΑΣΕΩΝ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ ΓΙΑ ΑΝΤΙΚΕΙΜΕΝΟΦΟΡΕΣ ΠΛΑΚΕΣ (ΠΛΑΚΙΔΙΑ) ΠΟΥ ΠΡΟΕΤΟΙΜΑΣΤΗΚΑΝ ΣΕ ΑΛΛΟ ΜΕΡΟΣ.;;;;;
9373;B316305.38;ΓΝΩΜΑΤΕΥΣΗ ΚΑΙ ΕΚΘΕΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ ΓΙΑ ΚΥΤΤΑΡΟΛΟΓΙΚΟ ΥΛΙΚΟ ΟΠΟΥ ΑΠΑΙΤΕΙΤΑΙ Η ΠΡΟΕΤΟΙΜΑΣΙΑ ΑΝΤΙΚΕΙΜΕΝΟΦΟΡΩΝ ΠΛΑΚΩΝ.;;;;;
9374;B316305.39;ΓΝΩΜΑΤΕΥΣΗ, ΑΝΑΛΥΤΙΚΗ, ΜΕ ΑΝΑΣΚΟΠΗΣΗ ΑΡΧΕΙΩΝ ΚΑΙ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΠΑΡΑΣΚΕΥΑΣΜΑΤΩΝ ΜΕ ΕΚΘΕΣΗ ΓΙΑ ΤΟ ΑΝΑΦΕΡΟΜΕΝΟ ΥΛΙΚΟ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ;;;;;
9375;B316305.40;ΓΝΩΜΑΤΕΥΣΗ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ ΑΠΌ ΙΑΤΡΟ ΕΙΔΙΚΟ ΚΑΤΆ ΤΗ ΔΙΑΡΚΕΙΑ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ - ΤΑΧΕΙΑ ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ (ΥΛΙΚΟ FNA, ΥΓΡΑ ΚΥΣΤΕΩΝ / ΚΟΙΛΟΤΗΤΩΝ, ΕΚΠΛΥΜΑΤΑ, ΚΛΠ). ΑΡΧΙΚΟ ΔΕΙΓΜΑ.;;;;;
9376;B316305.41;ΓΝΩΜΑΤΕΥΣΗ ΚΥΤΤΑΡΟΛΟΓΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ ΑΠΌ ΙΑΤΡΟ ΕΙΔΙΚΟ ΚΑΤΆ ΤΗ ΔΙΑΡΚΕΙΑ ΧΕΙΡΟΥΡΓΙΚΗΣ ΕΠΕΜΒΑΣΗΣ - ΤΑΧΕΙΑ ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ (ΥΛΙΚΟ FNA, ΥΓΡΑ ΚΥΣΤΕΩΝ / ΚΟΙΛΟΤΗΤΩΝ, ΕΚΠΛΥΜΑΤΑ, ΚΛΠ). ΚΆΘΕ ΕΠΙΠΛΕΟΝ ΔΕΙΓΜΑ.;;;;;
9377;B316305.42;ΑΠΛΗ ΠΑΡΑΣΤΑΣΗ ΚΥΤΤΑΡΟΛΟΓΟΥ ΣΕ ΙΑΤΡΙΚΑ ΣΥΜΒΟΥΛΙΑ;;;;;
9378;B316305.43;ΕΝΤΕΤΑΛΜΕΝΗ ΠΑΡΟΥΣΙΑ ΚΥΤΤΑΡΟΛΟΓΟΥ;;;;;
9379;B316305.44;ΕΚΘΕΣΗ ΚΥΤΤΑΡΟΛΟΓΟΥ ΓΙΑ ΧΡΗΣΗ ΣΤΟ ΔΙΚΑΣΤΙΚΟ ΣΩΜΑ Ή ΕΚΘΕΣΗ ΤΥΠΟΥ ΕΜΠΕΙΡΟΓΝΩΜΟΝΟΣ;;;;;
9380;B316367;ΛΕΜΦΟΚΥΤΤΑΡΙΚΗ ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΜΗ-ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9381;B316373;ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΜΗ-ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΔΕΡΜΑ, Ή ΑΛΛΟΣ ΣΥΜΠΑΓΗΣ ΙΣΤΟΣ ΑΠΌ ΒΙΟΨΙΑ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9382;B316377;ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΜΗ-ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΑΜΝΙΑΚΟ ΥΓΡΟ, Ή ΚΥΤΤΑΡΑ ΧΟΡΙΑΚΗΣ ΛΑΧΝΗΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9383;B316381;ΚΥΤΤΑΡΟΚΑΛΛΙΕΡΓΕΙΑ ΓΙΑ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΜΥΕΛΟΣ ΤΩΝ ΟΣΤΩΝ, ΚΥΤΤΑΡΑ ΑΙΜΟΠΟΙΗΤΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9384;B316385;ΚΥΤΤΑΡΟΚΑΛΙΕΡΓΕΙΑ ΓΙΑ ΝΕΟΠΛΑΣΜΑΤΙΚΕΣ ΔΙΑΤΑΡΑΧΕΣ. ΣΥΜΠΑΓΗΣ ΟΓΚΟΣ. ΕΚΤΙΜΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9385;B316387;ΚΡΥΟΣΥΝΤΗΡΗΣΗ, ΚΑΤΑΨΥΞΗ ΚΑΙ ΑΠΟΘΗΚΕΥΣΗ ΚΥΤΤΑΡΩΝ, ΕΚΑΣΤΗ ΚΥΤΤΑΡΙΚΗ ΣΕΙΡΑ. ΕΚΤΙΜΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9386;B316389;ΑΠΟΨΥΞΗ ΚΑΙ ΑΝΑΠΤΥΞΗ ΤΩΝ ΚΑΤΕΨΥΓΜΕΝΩΝ ΚΥΤΤΑΡΩΝ, ΕΚΑΣΤΟ ΚΛΑΣΜΑ (VIAL). ΕΚΤΙΜΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9387;B316397;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ ΓΙΑ ΣΥΝΔΡΟΜΑ ΘΡΑΥΣΗΣ. ΑΝΤΑΛΛΑΓΗ ΒΑΣΗΣ ΑΔΕΛΦΗΣ ΧΡΩΜΑΤΙΔΑΣ  (ΑΑΧ), 20-25 ΚΥΤΤΑΡΑ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9388;B316403;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ ΓΙΑ ΣΥΝΔΡΟΜΑ ΘΡΑΥΣΗΣ. ΘΡΑΥΣΗ ΓΡΑΜΜΗΣ ΒΑΣΗΣ, ΒΑΘΜΟΛΟΓΙΑ 50-100 ΚΥΤΤΑΡΩΝ, ΚΑΤΑΜΕΤΡΗΣΗ 20 ΚΥΤΤΑΡΩΝ, 2 ΚΑΡΥΟΤΥΠΟΙ (ΠΧ, ΓΙΑ ΑΤΑΞΙΑ ΤΗΛΕΑΓΓΕΙΕΚΤΑΣΙΑ, ΑΝΑΙΜΙΑ FANCONI, ΕΥΘΡΑΥΣΤΟ Χ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9389;B316405;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ ΓΙΑ ΣΥΝΔΡΟΜΑ ΘΡΑΥΣΗΣ, ΒΑΘΜΟΛΟΓΗΣΗ 100 ΚΥΤΤΑΡΩΝ, CLASTOGEN ΣΤΡΕΣ (ΠΧ, ΔΙΕΠΟΞΥΒΟΥΤΑΝΙΟ, ΜΙΤΟΜΥΚΙΝΗ, ΙΟΝΙΖΟΥΣΑ ΑΚΤΙΝΟΒΟΛΙΑ, ΥΠΕΡΙΩΔΗΣ ΑΚΤΙΝΟΒΟΛΙΑ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9390;B316429;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ 5 ΚΥΤΤΑΡΩΝ, 1 ΚΑΡΥΟΤΥΠΟΣ, ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9391;B316431;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ 15-20 ΚΥΤΤΑΡΩΝ, 2 ΚΑΡΥΟΤΥΠΟΙ, ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9392;B316433;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ 45 ΚΥΤΤΑΡΩΝ ΓΙΑ ΜΩΣΑΪΚΙΣΜΟ, 2 ΚΑΡΥΟΤΥΠΟΙ ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9393;B316435;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΑΝΑΛΥΣΗ 20-25 ΚΥΤΤΑΡΩΝ. ΑΞΙΟΛΟΓΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9394;B316441;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ, ΑΜΝΙΑΚΟ ΥΓΡΟ, Ή ΧΟΡΙΑΚΗ ΛΑΧΝΗ, ΚΑΤΑΜΕΤΡΗΣΗ 15 ΚΥΤΤΑΡΩΝ, 1 ΚΑΡΥΟΤΥΠΟΣ ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9395;B316445;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ IN SITU ΓΙΑ ΚΥΤΤΑΡΑ ΑΜΝΙΑΚΟΥ ΥΓΡΟΥ, ΚΑΤΑΜΕΤΡΗΣΗ ΚΥΤΤΑΡΩΝ ΑΠΟ 6-12 ΑΠΟΙΚΙΕΣ, 1 ΚΑΡΥΟΤΥΠΟΣ ΜΕ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9396;B316449;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΙΧΝΗΘΕΤΗΣ DNA, ΓΙΑ ΕΚΑΣΤΟ ΙΧΝΗΘΕΤΗ (ΠΧ, FISH), ΤΕΧΝΙΚΟ ΜΕΡΟΣ;;;;;
9397;B316451;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΧΡΩΜΟΣΩΜΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 3-5 ΚΥΤΤΑΡΩΝ (ΠΧ, ΓΙΑ ΠΑΡΑΓΩΓΑ ΚΑΙ ΔΕΙΚΤΕΣ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9398;B316453;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΧΡΩΜΟΣΩΜΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 10-30 ΚΥΤΤΑΡΩΝ (ΠΧ, ΓΙΑ ΜΙΚΡΟΣΥΣΤΟΙΧΙΕΣ). ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9399;B316455;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΜΕΣΟΦΑΣΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 25-99 ΚΥΤΤΑΡΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9400;B316457;ΜΟΡΙΑΚΗ ΚΥΤΤΑΡΟΓΕΝΕΤΙΚΗ. ΜΕΣΟΦΑΣΙΚΟΣ IN SITU ΥΒΡΙΔΙΣΜΟΣ, ΑΝΑΛΥΣΗ 100-300 ΚΥΤΤΑΡΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9401;B316467;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΕΠΙΠΡΟΣΘΕΤΟΙ ΚΑΡΥΟΤΥΠΟΙ, ΕΚΑΣΤΗ ΜΕΛΕΤΗ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9402;B316473;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΕΠΙΠΡΟΣΘΕΤΗ ΕΞΕΙΔΙΚΕΥΜΕΝΗ ΤΕΧΝΙΚΗ ΖΩΝΩΝ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
9403;B316477;ΧΡΩΜΟΣΩΜΙΚΗ ΑΝΑΛΥΣΗ. ΚΑΤΑΜΕΤΡΗΣΗ ΕΠΙΠΛΕΟΝ ΚΥΤΤΑΡΩΝ, ΣΕ ΕΚΑΣΤΗ ΜΕΛΕΤΗ. ΑΞΙΟΛΟΓΗΣΗ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.;;;;;
